date,hour,minute,day_of_week,month,is_weekend,time_sin,time_cos,dow_sin,dow_cos,month_sin,month_cos,lag_15min,lag_30min,lag_1h,lag_2h,lag_24h,lag_7d,Usage_kWh
2018-01-08 05:15:00,5,15,0,1,0,0.9807852804032304,0.19509032201612833,0.0,1.0,0.0,1.0,3.38,3.53,3.46,3.78,3.24,3.56,3.85
2018-01-08 05:30:00,5,30,0,1,0,0.9914448613738104,0.1305261922200517,0.0,1.0,0.0,1.0,3.85,3.38,3.74,3.38,3.96,3.56,3.49
2018-01-08 05:45:00,5,45,0,1,0,0.9978589232386035,0.06540312923014327,0.0,1.0,0.0,1.0,3.49,3.85,3.53,3.64,3.24,3.28,3.35
2018-01-08 06:00:00,6,0,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,3.35,3.49,3.38,3.6,3.31,3.78,3.92
2018-01-08 06:15:00,6,15,0,1,0,0.9978589232386035,-0.06540312923014314,0.0,1.0,0.0,1.0,3.92,3.35,3.85,3.46,3.82,3.35,3.35
2018-01-08 06:30:00,6,30,0,1,0,0.9914448613738104,-0.1305261922200516,0.0,1.0,0.0,1.0,3.35,3.92,3.49,3.74,3.24,3.24,3.35
2018-01-08 06:45:00,6,45,0,1,0,0.9807852804032304,-0.1950903220161282,0.0,1.0,0.0,1.0,3.35,3.35,3.35,3.53,3.53,3.89,3.92
2018-01-08 07:00:00,7,0,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,3.92,3.35,3.92,3.38,3.64,3.31,3.38
2018-01-08 07:15:00,7,15,0,1,0,0.9469301294951057,-0.3214394653031616,0.0,1.0,0.0,1.0,3.38,3.92,3.35,3.85,3.2,3.28,3.35
2018-01-08 07:30:00,7,30,0,1,0,0.9238795325112868,-0.3826834323650895,0.0,1.0,0.0,1.0,3.35,3.38,3.35,3.49,3.67,3.85,5.83
2018-01-08 07:45:00,7,45,0,1,0,0.8968727415326884,-0.44228869021900113,0.0,1.0,0.0,1.0,5.83,3.35,3.92,3.35,3.46,3.2,6.41
2018-01-08 08:00:00,8,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,1.0,6.41,5.83,3.38,3.92,3.28,3.31,6.73
2018-01-08 08:15:00,8,15,0,1,0,0.8314696123025451,-0.5555702330196023,0.0,1.0,0.0,1.0,6.73,6.41,3.35,3.35,3.82,3.78,49.93
2018-01-08 08:30:00,8,30,0,1,0,0.7933533402912352,-0.6087614290087207,0.0,1.0,0.0,1.0,49.93,6.73,5.83,3.35,3.35,3.28,130.54
2018-01-08 08:45:00,8,45,0,1,0,0.7518398074789774,-0.6593458151000688,0.0,1.0,0.0,1.0,130.54,49.93,6.41,3.92,3.28,3.49,81.36
2018-01-08 09:00:00,9,0,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0,81.36,130.54,6.73,3.38,4.14,3.89,114.95
2018-01-08 09:15:00,9,15,0,1,0,0.659345815100069,-0.7518398074789773,0.0,1.0,0.0,1.0,114.95,81.36,49.93,3.35,3.56,3.6,108.04
2018-01-08 09:30:00,9,30,0,1,0,0.6087614290087209,-0.793353340291235,0.0,1.0,0.0,1.0,108.04,114.95,130.54,5.83,3.71,4.03,95.26
2018-01-08 09:45:00,9,45,0,1,0,0.5555702330196025,-0.831469612302545,0.0,1.0,0.0,1.0,95.26,108.04,81.36,6.41,4.1,3.92,136.15
2018-01-08 10:00:00,10,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,1.0,136.15,95.26,114.95,6.73,3.56,3.64,108.97
2018-01-08 10:15:00,10,15,0,1,0,0.4422886902190017,-0.8968727415326881,0.0,1.0,0.0,1.0,108.97,136.15,108.04,49.93,3.82,4.07,135.04
2018-01-08 10:30:00,10,30,0,1,0,0.3826834323650899,-0.9238795325112867,0.0,1.0,0.0,1.0,135.04,108.97,95.26,130.54,3.96,3.71,107.14
2018-01-08 10:45:00,10,45,0,1,0,0.32143946530316175,-0.9469301294951056,0.0,1.0,0.0,1.0,107.14,135.04,136.15,81.36,3.56,3.6,139.39
2018-01-08 11:00:00,11,0,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,1.0,139.39,107.14,108.97,114.95,3.92,4.21,95.08
2018-01-08 11:15:00,11,15,0,1,0,0.19509032201612816,-0.9807852804032304,0.0,1.0,0.0,1.0,95.08,139.39,135.04,108.04,3.64,3.49,138.38
2018-01-08 11:30:00,11,30,0,1,0,0.130526192220052,-0.9914448613738104,0.0,1.0,0.0,1.0,138.38,95.08,107.14,95.26,3.42,3.46,125.46
2018-01-08 11:45:00,11,45,0,1,0,0.06540312923014312,-0.9978589232386035,0.0,1.0,0.0,1.0,125.46,138.38,139.39,136.15,3.82,4.0,116.24
2018-01-08 12:00:00,12,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,116.24,125.46,95.08,108.97,3.64,3.49,120.02
2018-01-08 12:15:00,12,15,0,1,0,-0.06540312923014287,-0.9978589232386035,0.0,1.0,0.0,1.0,120.02,116.24,138.38,135.04,3.53,3.6,9.65
2018-01-08 12:30:00,12,30,0,1,0,-0.13052619222005177,-0.9914448613738104,0.0,1.0,0.0,1.0,9.65,120.02,125.46,107.14,4.1,4.25,8.71
2018-01-08 12:45:00,12,45,0,1,0,-0.19509032201612792,-0.9807852804032305,0.0,1.0,0.0,1.0,8.71,9.65,116.24,139.39,3.74,3.67,8.86
2018-01-08 13:00:00,13,0,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,1.0,8.86,8.71,120.02,95.08,3.64,3.67,8.75
2018-01-08 13:15:00,13,15,0,1,0,-0.32143946530316153,-0.9469301294951057,0.0,1.0,0.0,1.0,8.75,8.86,9.65,138.38,4.18,4.25,59.54
2018-01-08 13:30:00,13,30,0,1,0,-0.38268343236508967,-0.9238795325112868,0.0,1.0,0.0,1.0,59.54,8.75,8.71,125.46,3.64,3.64,76.14
2018-01-08 13:45:00,13,45,0,1,0,-0.44228869021900147,-0.8968727415326883,0.0,1.0,0.0,1.0,76.14,59.54,8.86,116.24,3.56,3.67,111.85
2018-01-08 14:00:00,14,0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,1.0,111.85,76.14,8.75,120.02,4.21,4.28,121.07
2018-01-08 14:15:00,14,15,0,1,0,-0.555570233019602,-0.8314696123025455,0.0,1.0,0.0,1.0,121.07,111.85,59.54,9.65,3.6,3.64,95.04
2018-01-08 14:30:00,14,30,0,1,0,-0.6087614290087207,-0.7933533402912352,0.0,1.0,0.0,1.0,95.04,121.07,76.14,8.71,3.56,3.78,108.14
2018-01-08 14:45:00,14,45,0,1,0,-0.6593458151000688,-0.7518398074789774,0.0,1.0,0.0,1.0,108.14,95.04,111.85,8.86,4.21,4.1,93.17
2018-01-08 15:00:00,15,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.0,1.0,93.17,108.14,121.07,8.75,3.6,3.64,83.84
2018-01-08 15:15:00,15,15,0,1,0,-0.7518398074789773,-0.6593458151000691,0.0,1.0,0.0,1.0,83.84,93.17,95.04,59.54,3.6,3.92,111.89
2018-01-08 15:30:00,15,30,0,1,0,-0.7933533402912349,-0.6087614290087209,0.0,1.0,0.0,1.0,111.89,83.84,108.14,76.14,4.18,4.1,111.02
2018-01-08 15:45:00,15,45,0,1,0,-0.8314696123025452,-0.5555702330196022,0.0,1.0,0.0,1.0,111.02,111.89,93.17,111.85,3.6,3.6,126.43
2018-01-08 16:00:00,16,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,1.0,126.43,111.02,83.84,121.07,3.64,3.96,112.68
2018-01-08 16:15:00,16,15,0,1,0,-0.8968727415326883,-0.44228869021900136,0.0,1.0,0.0,1.0,112.68,126.43,111.89,95.04,4.21,4.0,82.22
2018-01-08 16:30:00,16,30,0,1,0,-0.9238795325112868,-0.3826834323650895,0.0,1.0,0.0,1.0,82.22,112.68,111.02,108.14,3.49,3.6,96.88
2018-01-08 16:45:00,16,45,0,1,0,-0.9469301294951056,-0.3214394653031618,0.0,1.0,0.0,1.0,96.88,82.22,126.43,93.17,3.53,4.07,136.98
2018-01-08 17:00:00,17,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,136.98,96.88,112.68,83.84,4.14,3.82,100.58
2018-01-08 17:15:00,17,15,0,1,0,-0.9807852804032303,-0.19509032201612866,0.0,1.0,0.0,1.0,100.58,136.98,82.22,111.89,3.56,3.56,131.54
2018-01-08 17:30:00,17,30,0,1,0,-0.9914448613738104,-0.13052619222005163,0.0,1.0,0.0,1.0,131.54,100.58,96.88,111.02,3.64,4.1,101.66
2018-01-08 17:45:00,17,45,0,1,0,-0.9978589232386035,-0.06540312923014273,0.0,1.0,0.0,1.0,101.66,131.54,136.98,126.43,4.14,3.6,37.73
2018-01-08 18:00:00,18,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,37.73,101.66,100.58,112.68,3.49,3.6,33.48
2018-01-08 18:15:00,18,15,0,1,0,-0.9978589232386036,0.06540312923014237,0.0,1.0,0.0,1.0,33.48,37.73,131.54,82.22,3.35,4.0,74.02
2018-01-08 18:30:00,18,30,0,1,0,-0.9914448613738105,0.13052619222005127,0.0,1.0,0.0,1.0,74.02,33.48,101.66,96.88,3.96,3.42,129.35
2018-01-08 18:45:00,18,45,0,1,0,-0.9807852804032304,0.1950903220161283,0.0,1.0,0.0,1.0,129.35,74.02,37.73,136.98,3.56,3.67,126.97
2018-01-08 19:00:00,19,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,1.0,126.97,129.35,33.48,100.58,3.56,4.07,117.14
2018-01-08 19:15:00,19,15,0,1,0,-0.9469301294951057,0.3214394653031615,0.0,1.0,0.0,1.0,117.14,126.97,74.02,131.54,4.07,3.53,70.74
2018-01-08 19:30:00,19,30,0,1,0,-0.923879532511287,0.38268343236508917,0.0,1.0,0.0,1.0,70.74,117.14,129.35,101.66,3.56,3.85,143.78
2018-01-08 19:45:00,19,45,0,1,0,-0.8968727415326884,0.442288690219001,0.0,1.0,0.0,1.0,143.78,70.74,126.97,37.73,3.67,3.96,107.89
2018-01-08 20:00:00,20,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,107.89,143.78,117.14,33.48,4.07,3.56,145.3
2018-01-08 20:15:00,20,15,0,1,0,-0.8314696123025455,0.5555702330196018,0.0,1.0,0.0,1.0,145.3,107.89,70.74,74.02,3.6,4.03,103.43
2018-01-08 20:30:00,20,30,0,1,0,-0.7933533402912357,0.6087614290087199,0.0,1.0,0.0,1.0,103.43,145.3,143.78,129.35,3.74,3.74,134.78
2018-01-08 20:45:00,20,45,0,1,0,-0.7518398074789772,0.6593458151000691,0.0,1.0,0.0,1.0,134.78,103.43,107.89,126.97,4.0,3.56,109.33
2018-01-08 21:00:00,21,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,1.0,109.33,134.78,145.3,117.14,3.6,4.21,96.73
2018-01-08 21:15:00,21,15,0,1,0,-0.6593458151000687,0.7518398074789775,0.0,1.0,0.0,1.0,96.73,109.33,103.43,70.74,3.85,3.56,13.57
2018-01-08 21:30:00,21,30,0,1,0,-0.608761429008721,0.7933533402912349,0.0,1.0,0.0,1.0,13.57,96.73,134.78,143.78,4.0,3.53,5.36
2018-01-08 21:45:00,21,45,0,1,0,-0.555570233019603,0.8314696123025447,0.0,1.0,0.0,1.0,5.36,13.57,109.33,107.89,3.67,4.25,5.18
2018-01-08 22:00:00,22,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,1.0,5.18,5.36,96.73,145.3,3.92,3.53,5.22
2018-01-08 22:15:00,22,15,0,1,0,-0.4422886902190014,0.8968727415326883,0.0,1.0,0.0,1.0,5.22,5.18,13.57,103.43,3.82,3.56,5.0
2018-01-08 22:30:00,22,30,0,1,0,-0.38268343236508956,0.9238795325112868,0.0,1.0,0.0,1.0,5.0,5.22,5.36,134.78,3.31,3.67,4.75
2018-01-08 22:45:00,22,45,0,1,0,-0.32143946530316186,0.9469301294951056,0.0,1.0,0.0,1.0,4.75,5.0,5.18,109.33,3.6,3.24,4.72
2018-01-08 23:00:00,23,0,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,1.0,4.72,4.75,5.22,96.73,3.64,3.53,4.75
2018-01-08 23:15:00,23,15,0,1,0,-0.19509032201612872,0.9807852804032303,0.0,1.0,0.0,1.0,4.75,4.72,5.0,13.57,3.24,3.53,4.72
2018-01-08 23:30:00,23,30,0,1,0,-0.13052619222005168,0.9914448613738104,0.0,1.0,0.0,1.0,4.72,4.75,4.75,5.36,3.64,3.24,4.64
2018-01-08 23:45:00,23,45,0,1,0,-0.0654031292301428,0.9978589232386035,0.0,1.0,0.0,1.0,4.64,4.72,4.72,5.18,3.42,3.67,4.64
2018-01-09 00:00:00,0,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,4.64,4.64,4.75,5.22,4.68,4.61,4.57
2018-01-09 00:15:00,0,15,1,1,0,0.06540312923014306,0.9978589232386035,0.7818314824680298,0.6234898018587336,0.0,1.0,4.57,4.64,4.72,5.0,3.78,3.2,4.68
2018-01-09 00:30:00,0,30,1,1,0,0.13052619222005157,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.57,4.64,4.75,3.38,3.85,4.75
2018-01-09 00:45:00,0,45,1,1,0,0.19509032201612825,0.9807852804032304,0.7818314824680298,0.6234898018587336,0.0,1.0,4.75,4.68,4.64,4.72,3.31,3.28,4.68
2018-01-09 01:00:00,1,0,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.75,4.57,4.75,3.89,3.35,4.68
2018-01-09 01:15:00,1,15,1,1,0,0.3214394653031616,0.9469301294951057,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.68,4.68,4.72,3.35,3.89,4.68
2018-01-09 01:30:00,1,30,1,1,0,0.3826834323650898,0.9238795325112867,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.68,4.75,4.64,3.31,3.28,4.72
2018-01-09 01:45:00,1,45,1,1,0,0.44228869021900125,0.8968727415326884,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.68,4.68,4.64,4.0,3.46,4.75
2018-01-09 02:00:00,2,0,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0,4.75,4.72,4.68,4.57,3.31,3.78,4.75
2018-01-09 02:15:00,2,15,1,1,0,0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,0.0,1.0,4.75,4.75,4.68,4.68,3.42,3.31,4.64
2018-01-09 02:30:00,2,30,1,1,0,0.6087614290087207,0.7933533402912352,0.7818314824680298,0.6234898018587336,0.0,1.0,4.64,4.75,4.72,4.75,3.89,3.6,4.68
2018-01-09 02:45:00,2,45,1,1,0,0.6593458151000688,0.7518398074789774,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.64,4.75,4.68,3.38,3.64,4.72
2018-01-09 03:00:00,3,0,1,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.68,4.75,4.68,3.56,3.28,4.75
2018-01-09 03:15:00,3,15,1,1,0,0.7518398074789774,0.6593458151000688,0.7818314824680298,0.6234898018587336,0.0,1.0,4.75,4.72,4.64,4.68,3.78,3.71,4.72
2018-01-09 03:30:00,3,30,1,1,0,0.7933533402912352,0.6087614290087207,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.75,4.68,4.72,3.38,3.56,4.72
2018-01-09 03:45:00,3,45,1,1,0,0.8314696123025451,0.5555702330196024,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.72,4.72,4.75,3.64,3.24,4.68
2018-01-09 04:00:00,4,0,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.72,4.75,4.75,3.6,3.89,4.72
2018-01-09 04:15:00,4,15,1,1,0,0.8968727415326884,0.44228869021900125,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.68,4.72,4.64,3.46,3.28,4.68
2018-01-09 04:30:00,4,30,1,1,0,0.9238795325112867,0.38268343236508984,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.72,4.72,4.68,3.74,3.28,4.72
2018-01-09 04:45:00,4,45,1,1,0,0.9469301294951056,0.3214394653031617,0.7818314824680298,0.6234898018587336,0.0,1.0,4.72,4.68,4.68,4.72,3.53,3.96,4.68
2018-01-09 05:00:00,5,0,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.72,4.72,4.75,3.38,3.24,4.64
2018-01-09 05:15:00,5,15,1,1,0,0.9807852804032304,0.19509032201612833,0.7818314824680298,0.6234898018587336,0.0,1.0,4.64,4.68,4.68,4.72,3.85,3.46,4.64
2018-01-09 05:30:00,5,30,1,1,0,0.9914448613738104,0.1305261922200517,0.7818314824680298,0.6234898018587336,0.0,1.0,4.64,4.64,4.72,4.72,3.49,3.67,4.68
2018-01-09 05:45:00,5,45,1,1,0,0.9978589232386035,0.06540312923014327,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.64,4.68,4.68,3.35,3.24,4.75
2018-01-09 06:00:00,6,0,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,1.0,4.75,4.68,4.64,4.72,3.92,3.67,4.68
2018-01-09 06:15:00,6,15,1,1,0,0.9978589232386035,-0.06540312923014314,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.75,4.64,4.68,3.35,3.53,4.68
2018-01-09 06:30:00,6,30,1,1,0,0.9914448613738104,-0.1305261922200516,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.68,4.68,4.72,3.35,3.2,4.68
2018-01-09 06:45:00,6,45,1,1,0,0.9807852804032304,-0.1950903220161282,0.7818314824680298,0.6234898018587336,0.0,1.0,4.68,4.68,4.75,4.68,3.92,3.78,4.0
2018-01-09 07:00:00,7,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,1.0,4.0,4.68,4.68,4.64,3.38,3.35,4.57
2018-01-09 07:15:00,7,15,1,1,0,0.9469301294951057,-0.3214394653031616,0.7818314824680298,0.6234898018587336,0.0,1.0,4.57,4.0,4.68,4.64,3.35,3.53,4.1
2018-01-09 07:30:00,7,30,1,1,0,0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336,0.0,1.0,4.1,4.57,4.68,4.68,5.83,6.3,5.18
2018-01-09 07:45:00,7,45,1,1,0,0.8968727415326884,-0.44228869021900113,0.7818314824680298,0.6234898018587336,0.0,1.0,5.18,4.1,4.0,4.75,6.41,6.05,7.13
2018-01-09 08:00:00,8,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0,1.0,7.13,5.18,4.57,4.68,6.73,6.73,37.8
2018-01-09 08:15:00,8,15,1,1,0,0.8314696123025451,-0.5555702330196023,0.7818314824680298,0.6234898018587336,0.0,1.0,37.8,7.13,4.1,4.68,49.93,29.02,99.43
2018-01-09 08:30:00,8,30,1,1,0,0.7933533402912352,-0.6087614290087207,0.7818314824680298,0.6234898018587336,0.0,1.0,99.43,37.8,5.18,4.68,130.54,46.19,83.74
2018-01-09 08:45:00,8,45,1,1,0,0.7518398074789774,-0.6593458151000688,0.7818314824680298,0.6234898018587336,0.0,1.0,83.74,99.43,7.13,4.0,81.36,52.06,102.71
2018-01-09 09:00:00,9,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.0,1.0,102.71,83.74,37.8,4.57,114.95,56.2,128.38
2018-01-09 09:15:00,9,15,1,1,0,0.659345815100069,-0.7518398074789773,0.7818314824680298,0.6234898018587336,0.0,1.0,128.38,102.71,99.43,4.1,108.04,56.84,123.19
2018-01-09 09:30:00,9,30,1,1,0,0.6087614290087209,-0.793353340291235,0.7818314824680298,0.6234898018587336,0.0,1.0,123.19,128.38,83.74,5.18,95.26,51.26,132.91
2018-01-09 09:45:00,9,45,1,1,0,0.5555702330196025,-0.831469612302545,0.7818314824680298,0.6234898018587336,0.0,1.0,132.91,123.19,102.71,7.13,136.15,48.13,105.66
2018-01-09 10:00:00,10,0,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0,105.66,132.91,128.38,37.8,108.97,52.81,132.01
2018-01-09 10:15:00,10,15,1,1,0,0.4422886902190017,-0.8968727415326881,0.7818314824680298,0.6234898018587336,0.0,1.0,132.01,105.66,123.19,99.43,135.04,54.79,106.42
2018-01-09 10:30:00,10,30,1,1,0,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,0.0,1.0,106.42,132.01,132.91,83.74,107.14,53.21,120.02
2018-01-09 10:45:00,10,45,1,1,0,0.32143946530316175,-0.9469301294951056,0.7818314824680298,0.6234898018587336,0.0,1.0,120.02,106.42,105.66,102.71,139.39,80.21,128.81
2018-01-09 11:00:00,11,0,1,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.0,1.0,128.81,120.02,132.01,128.38,95.08,77.58,116.68
2018-01-09 11:15:00,11,15,1,1,0,0.19509032201612816,-0.9807852804032304,0.7818314824680298,0.6234898018587336,0.0,1.0,116.68,128.81,106.42,123.19,138.38,128.52,136.19
2018-01-09 11:30:00,11,30,1,1,0,0.130526192220052,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.0,1.0,136.19,116.68,120.02,132.91,125.46,144.47,106.49
2018-01-09 11:45:00,11,45,1,1,0,0.06540312923014312,-0.9978589232386035,0.7818314824680298,0.6234898018587336,0.0,1.0,106.49,136.19,128.81,105.66,116.24,90.86,125.71
2018-01-09 12:00:00,12,0,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,125.71,106.49,116.68,132.01,120.02,123.3,107.64
2018-01-09 12:15:00,12,15,1,1,0,-0.06540312923014287,-0.9978589232386035,0.7818314824680298,0.6234898018587336,0.0,1.0,107.64,125.71,136.19,106.42,9.65,19.22,14.58
2018-01-09 12:30:00,12,30,1,1,0,-0.13052619222005177,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.0,1.0,14.58,107.64,106.49,120.02,8.71,8.46,8.39
2018-01-09 12:45:00,12,45,1,1,0,-0.19509032201612792,-0.9807852804032305,0.7818314824680298,0.6234898018587336,0.0,1.0,8.39,14.58,125.71,128.81,8.86,8.24,8.6
2018-01-09 13:00:00,13,0,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0,8.6,8.39,107.64,116.68,8.75,8.03,14.62
2018-01-09 13:15:00,13,15,1,1,0,-0.32143946530316153,-0.9469301294951057,0.7818314824680298,0.6234898018587336,0.0,1.0,14.62,8.6,14.58,136.19,59.54,79.67,84.92
2018-01-09 13:30:00,13,30,1,1,0,-0.38268343236508967,-0.9238795325112868,0.7818314824680298,0.6234898018587336,0.0,1.0,84.92,14.62,8.39,106.49,76.14,97.85,136.69
2018-01-09 13:45:00,13,45,1,1,0,-0.44228869021900147,-0.8968727415326883,0.7818314824680298,0.6234898018587336,0.0,1.0,136.69,84.92,8.6,125.71,111.85,124.45,103.64
2018-01-09 14:00:00,14,0,1,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.0,1.0,103.64,136.69,14.62,107.64,121.07,108.61,126.83
2018-01-09 14:15:00,14,15,1,1,0,-0.555570233019602,-0.8314696123025455,0.7818314824680298,0.6234898018587336,0.0,1.0,126.83,103.64,84.92,14.58,95.04,123.12,105.91
